temperature;derating_factor
65,5322409670236;1,00112609038744
66,644055122316;1,00059858732106
67,7558692776084;1,00059858732106
68,8676834329008;1,00059858732106
69,9794975881932;1,00013702213797
71,0913117434857;1,00059858732106
72,2031258987781;1,00059858732106
73,3149400540705;1,00059858732106
74,4267542093629;1,00053264943776
75,5385683646553;1,00059858732106
76,6503825199477;1,00059858732106
77,7621966752402;1,00059858732106
78,8740108305326;1,00059858732106
79,985824985825;1,00005459978385
81,0976391411174;1,00059858732106
82,2094532964098;1,00059858732106
83,3212674517022;1,00059858732106
84,4751957795436;0,999994156724163
85,587009934836;0,994286604944928
86,6567099175795;0,98821215594363
87,7685240728719;0,970728726187311
88,8803382281643;0,958134590477498
89,9921523834567;0,945293187705319
90,66597914424;0,933265018827142
91,6093366093366;0,9244403321125
92,7997638867204;0,907637161518866
94,1434065347109;0,889545320222019
95,0826072762832;0,875118795406006
96,4608892869762;0,85311752167909
97,3705554140337;0,838208233622388
98,2802215410911;0,822009493625647
98,9644148674249;0,803970804899082
99,9647884430493;0,791235341520965
100,617558117558;0,776203728224416
101,413515978733;0,761658537646319
102,121034077556;0,747048586647127
102,879089183437;0,730962098046952
103,637144289318;0,714202101067382
103,940366331671;0,700680125142598
104,837398206963;0,687846048801896
105,535089665524;0,670257118432301
106,36614267049;0,65172124679424
107,073660769313;0,634313645603712
107,730641861077;0,617873133368214
108,269703269703;0,600102873819551
109,105248453075;0,581468278517331
109,860415729981;0,562300057345281
110,468558537612;0,539467818528854
111,21769534813;0,521164237865285
111,736541953933;0,502112585451208
112,993710167623;0,468216117577432
113,390786651656;0,453854846595247
113,896156722244;0,438260537195399
114,494177972439;0,423065151989501
115,024816546556;0,404388246545498
115,541417063156;0,388047801153264
116,228078619383;0,364703060498046
116,625155103416;0,34897404942232
117,091218612958;0,332017756410806
117,574127791519;0,314843868384411
118,168477549748;0,296178962991086
118,49502436459;0,27932292132546
118,949857428118;0,262081106812938
119,505764505765;0,245036163980547
119,808986548117;0,22768296154374
120,381739294783;0,21097045553964
121,224022745762;0,16938563047338
121,628318802232;0,151615370924717
122,032614858702;0,132938465480714
122,335836901054;0,118613460334343
123,537494624451;0,0613134397488571
123,902484119875;0,0420925467676498
124,369951435169;0,0269515603154726
124,604386995691;0,00812354722224606
